date,year,month,quarter,country_id,area_id,salesperson_id,account_id,tier,plan_revenue,actual_revenue,last_year_revenue,windfall_flag,shortfall_flag,sales_driven,healthy_prev3,actual_adj
2024-03-01,2024,3,Q1,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4377.957434209651,4938.616501479872,3808.201685837498,1,0,0,1,4377.957434209651
2024-04-01,2024,4,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4377.957434209651,4932.171782678964,3808.201685837498,0,0,0,1,4932.171782678964
2024-05-01,2024,5,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4377.957434209651,5435.444302132277,3808.201685837498,1,0,1,1,5435.444302132277
2024-06-01,2024,6,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4925.202113485857,4616.3585042988525,4284.226896567185,0,1,1,1,4616.3585042988525
2024-07-01,2024,7,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4925.202113485857,4137.121120031568,4284.226896567185,0,1,0,1,4925.202113485857
2024-08-01,2024,8,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4925.202113485857,4146.534421724999,4284.226896567185,0,0,0,1,4146.534421724999
2024-09-01,2024,9,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4925.202113485857,3691.3413042075745,4284.226896567185,0,1,0,0,3691.3413042075745
2024-10-01,2024,10,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4925.202113485857,5102.073371023403,4284.226896567185,1,0,0,0,4925.202113485857
2024-11-01,2024,11,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4925.202113485857,4897.998765354732,4284.226896567185,0,0,0,0,4897.998765354732
2024-12-01,2024,12,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0040,1,4377.957434209651,4438.06640853176,3808.201685837498,0,0,0,0,4438.06640853176
2024-01-01,2024,1,Q1,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,8549.063676786245,6858.988294673449,7485.476501104301,0,0,0,0,6858.988294673449
2024-02-01,2024,2,Q1,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,8549.063676786245,7340.409896214612,7485.476501104301,0,0,0,0,7340.409896214612
2024-03-01,2024,3,Q1,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,9770.358487755708,7989.25328446233,8554.830286976343,0,0,0,0,7989.25328446233
2024-04-01,2024,4,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,9770.358487755708,9762.551752084006,8554.830286976343,1,0,1,0,9762.551752084006
2024-05-01,2024,5,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,9770.358487755708,11212.57451064284,8554.830286976343,1,0,1,0,11212.57451064284
2024-06-01,2024,6,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,10991.65329872517,12977.58599069907,9624.184072848386,1,0,0,1,10991.65329872517
2024-07-01,2024,7,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,10991.65329872517,10204.738949133947,9624.184072848386,0,1,0,1,10991.65329872517
2024-08-01,2024,8,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,10991.65329872517,9152.11533385184,9624.184072848386,0,1,0,1,10991.65329872517
2024-09-01,2024,9,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,10991.65329872517,9195.916562622748,9624.184072848386,0,0,0,1,9195.916562622748
2024-10-01,2024,10,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,10991.65329872517,10289.3112352284,9624.184072848386,1,0,1,0,10289.3112352284
2024-11-01,2024,11,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,10991.65329872517,11641.962754073775,9624.184072848386,1,0,1,0,11641.962754073775
2024-12-01,2024,12,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0041,1,9770.358487755708,10615.679281886101,8554.830286976343,0,0,0,0,10615.679281886101
2024-01-01,2024,1,Q1,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,8496.872162208443,8652.126024250472,7416.891942264102,0,0,0,0,8652.126024250472
2024-02-01,2024,2,Q1,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,8496.872162208443,8585.480288681718,7416.891942264102,0,0,0,1,8585.480288681718
2024-03-01,2024,3,Q1,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,9710.711042523935,9254.59072665386,8476.447934016116,0,0,0,1,9254.59072665386
2024-04-01,2024,4,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,9710.711042523935,12894.687546986866,8476.447934016116,1,0,1,1,12894.687546986866
2024-05-01,2024,5,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,9710.711042523935,13506.285049894559,8476.447934016116,0,0,0,1,13506.285049894559
2024-06-01,2024,6,Q2,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,10924.549922839427,13647.569486375354,9536.003925768131,0,0,0,1,13647.569486375354
2024-07-01,2024,7,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,10924.549922839427,9850.173211839709,9536.003925768131,0,1,1,1,9850.173211839709
2024-08-01,2024,8,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,10924.549922839427,12380.080690370836,9536.003925768131,1,0,1,1,12380.080690370836
2024-09-01,2024,9,Q3,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,10924.549922839427,13302.628722483838,9536.003925768131,0,0,0,1,13302.628722483838
2024-10-01,2024,10,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,10924.549922839427,9883.956969699284,9536.003925768131,0,1,0,1,10924.549922839427
2024-11-01,2024,11,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,10924.549922839427,8701.855040303566,9536.003925768131,0,1,1,1,8701.855040303566
2024-12-01,2024,12,Q4,PL,PL_N,SP_BYD_001,ACC_T1_SP_BYD_001_0042,1,9710.711042523935,11624.591182498218,8476.447934016116,1,0,0,1,9710.711042523935
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,9108.747149878789,7498.298099986906,8031.59826724723,0,0,0,0,7498.298099986906
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,9108.747149878789,9303.89796343681,8031.59826724723,1,0,0,0,9108.747149878789
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,10409.996742718615,9154.802625348539,9178.969448282547,0,0,0,0,9154.802625348539
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,10409.996742718615,11762.827266980648,9178.969448282547,1,0,1,0,11762.827266980648
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,10409.996742718615,7694.196185734967,9178.969448282547,0,1,0,1,10409.996742718615
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,11711.246335558442,10754.535763322776,10326.340629317865,1,0,0,1,10754.535763322776
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,11711.246335558442,11348.30415652488,10326.340629317865,0,0,0,1,11348.30415652488
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,11711.246335558442,11764.061593793222,10326.340629317865,0,0,0,1,11764.061593793222
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,11711.246335558442,8691.616743226488,10326.340629317865,0,1,1,1,8691.616743226488
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,11711.246335558442,9723.490230107105,10326.340629317865,1,0,1,0,9723.490230107105
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,11711.246335558442,10477.747091914205,10326.340629317865,0,0,0,0,10477.747091914205
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0001,1,10409.996742718615,8033.264391692764,9178.969448282547,0,1,1,0,8033.264391692764
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,7634.096274632151,8157.676875366703,6739.008824597643,0,0,0,0,8157.676875366703
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,7634.096274632151,7523.527387154484,6739.008824597643,0,0,0,1,7523.527387154484
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,8724.681456722457,9731.935139684198,7701.724370968735,1,0,0,1,8724.681456722457
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,8724.681456722457,8777.094318877456,7701.724370968735,0,0,0,1,8777.094318877456
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,8724.681456722457,9998.934251929748,7701.724370968735,1,0,1,1,9998.934251929748
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,9815.266638812762,12533.181990546971,8664.439917339825,1,0,0,1,9815.266638812762
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,9815.266638812762,10004.99795135452,8664.439917339825,0,1,1,1,10004.99795135452
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,9815.266638812762,8952.82821168107,8664.439917339825,0,1,0,1,9815.266638812762
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,9815.266638812762,10764.166301495796,8664.439917339825,1,0,1,1,10764.166301495796
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,9815.266638812762,9221.938653377802,8664.439917339825,0,1,1,1,9221.938653377802
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,9815.266638812762,10390.39369614748,8664.439917339825,1,0,1,1,10390.39369614748
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0002,1,8724.681456722457,6837.470428599612,7701.724370968735,0,1,0,1,8724.681456722457
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,8082.73900990574,7045.100463338702,7020.521086585024,0,0,0,0,7045.100463338702
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,8082.73900990574,7382.538487118379,7020.521086585024,0,0,0,0,7382.538487118379
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,9237.416011320845,8516.628960570699,8023.452670382884,1,0,1,0,8516.628960570699
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,9237.416011320845,9772.521968395113,8023.452670382884,1,0,1,0,9772.521968395113
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,9237.416011320845,8387.368209995708,8023.452670382884,0,1,1,1,8387.368209995708
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,10392.093012735952,9194.334889184045,9026.384254180744,0,0,0,1,9194.334889184045
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,10392.093012735952,8680.84729871155,9026.384254180744,0,0,0,1,8680.84729871155
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,10392.093012735952,9893.494462724753,9026.384254180744,1,0,1,0,9893.494462724753
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,10392.093012735952,7208.2606649850495,9026.384254180744,0,1,0,0,7208.2606649850495
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,10392.093012735952,11057.18376402882,9026.384254180744,1,0,1,0,11057.18376402882
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,10392.093012735952,10117.319310127412,9026.384254180744,0,0,0,0,10117.319310127412
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0003,1,9237.416011320845,8917.260975192075,8023.452670382884,0,1,1,0,8917.260975192075
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,5082.582224302644,5406.421407963914,4665.922736127616,0,0,0,0,5406.421407963914
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,5082.582224302644,5144.925376577232,4665.922736127616,0,0,0,1,5144.925376577232
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,5808.665399203022,5971.150698173338,5332.48312700299,1,0,1,1,5971.150698173338
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,5808.665399203022,6117.889679186309,5332.48312700299,0,0,0,1,6117.889679186309
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,5808.665399203022,6143.799037139676,5332.48312700299,0,0,0,1,6143.799037139676
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,6534.748574103399,5774.578368645905,5999.043517878363,0,0,0,1,5774.578368645905
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,6534.748574103399,5217.312493194135,5999.043517878363,0,0,0,1,5217.312493194135
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,6534.748574103399,4920.821923901786,5999.043517878363,0,0,0,0,4920.821923901786
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,6534.748574103399,5844.174601466404,5999.043517878363,1,0,0,0,5844.174601466404
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,6534.748574103399,4597.596426966998,5999.043517878363,0,1,0,0,4597.596426966998
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,6534.748574103399,7090.603824773231,5999.043517878363,1,0,1,0,7090.603824773231
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0004,1,5808.665399203022,6248.624897613892,5332.48312700299,0,1,1,0,6248.624897613892
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,8528.089592090828,7327.229484451149,7640.348936674957,0,0,0,0,7327.229484451149
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,8528.089592090828,8848.720763940275,7640.348936674957,1,0,0,0,8528.089592090828
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,9746.38810524666,8211.334778687926,8731.82735619995,0,0,0,0,8211.334778687926
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,9746.38810524666,9545.67034965056,8731.82735619995,1,0,0,0,9545.67034965056
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,9746.38810524666,9746.303605444778,8731.82735619995,0,0,0,0,9746.303605444778
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,10964.686618402493,10076.457302563733,9823.305775724944,0,0,0,0,10076.457302563733
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,10964.686618402493,11084.318892663143,9823.305775724944,1,0,1,1,11084.318892663143
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,10964.686618402493,8633.982544461713,9823.305775724944,0,1,0,1,10964.686618402493
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,10964.686618402493,8731.05088109101,9823.305775724944,0,0,0,1,8731.05088109101
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,10964.686618402493,10431.22115429127,9823.305775724944,1,0,0,0,10431.22115429127
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,10964.686618402493,9713.979184118869,9823.305775724944,0,0,0,0,9713.979184118869
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0005,1,9746.38810524666,7675.127896167973,8731.82735619995,0,1,1,0,7675.127896167973
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,5139.853587813654,4483.738266637461,4562.648814231395,0,0,0,0,4483.738266637461
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,5139.853587813654,4822.435500184981,4562.648814231395,0,0,0,0,4822.435500184981
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,5874.118386072747,4897.475451275508,5214.455787693022,0,0,0,0,4897.475451275508
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,5874.118386072747,4746.195385774353,5214.455787693022,0,0,0,0,4746.195385774353
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,5874.118386072747,5094.3856994197795,5214.455787693022,0,0,0,0,5094.3856994197795
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,6608.38318433184,5108.373345022032,5866.2627611546495,0,0,0,0,5108.373345022032
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,6608.38318433184,6207.948685380186,5866.2627611546495,1,0,0,0,6207.948685380186
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,6608.38318433184,5617.297613391849,5866.2627611546495,0,0,0,0,5617.297613391849
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,6608.38318433184,7199.306810697922,5866.2627611546495,1,0,0,0,6608.38318433184
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,6608.38318433184,5891.18617660009,5866.2627611546495,0,1,1,0,5891.18617660009
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,6608.38318433184,6830.518818796864,5866.2627611546495,1,0,1,0,6830.518818796864
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0006,1,5874.118386072747,5798.308597742231,5214.455787693022,0,1,1,1,5798.308597742231
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,3247.1609172783224,3169.603820392777,2979.413422538966,0,0,0,0,3169.603820392777
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,3247.1609172783224,3110.5095848379624,2979.413422538966,0,0,0,1,3110.5095848379624
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,3711.041048318082,3673.600737814542,3405.043911473104,1,0,1,1,3673.600737814542
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,3711.041048318082,4095.4267187757473,3405.043911473104,1,0,1,1,4095.4267187757473
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,3711.041048318082,3908.9235082483247,3405.043911473104,0,0,0,1,3908.9235082483247
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,4174.921179357842,4242.687260582495,3830.6744004072416,0,0,0,1,4242.687260582495
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,4174.921179357842,3831.6683500835193,3830.6744004072416,0,0,0,1,3831.6683500835193
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,4174.921179357842,3748.99113003843,3830.6744004072416,0,0,0,1,3748.99113003843
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,4174.921179357842,3259.9223519455936,3830.6744004072416,0,1,1,0,3259.9223519455936
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,4174.921179357842,4314.602046553112,3830.6744004072416,1,0,1,0,4314.602046553112
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,4174.921179357842,3772.5947866220745,3830.6744004072416,0,1,0,0,3772.5947866220745
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0007,1,3711.041048318082,2971.787980245101,3405.043911473104,0,1,0,0,2971.787980245101
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3042.5169322582406,2860.823058927551,2651.1402402196445,0,0,0,0,2860.823058927551
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3042.5169322582406,2504.659757293529,2651.1402402196445,0,1,1,0,2504.659757293529
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3477.162208295131,3658.217039452618,3029.8745602510216,1,0,1,0,3658.217039452618
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3477.162208295131,4435.752652022867,3029.8745602510216,1,0,0,0,3477.162208295131
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3477.162208295131,4303.637326940139,3029.8745602510216,0,0,0,1,4303.637326940139
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3911.807484332023,4401.041508695759,3408.6088802823992,0,0,0,1,4401.041508695759
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3911.807484332023,4057.15396950287,3408.6088802823992,0,0,0,1,4057.15396950287
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3911.807484332023,3920.317903394613,3408.6088802823992,0,0,0,1,3920.317903394613
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3911.807484332023,3937.6889638242023,3408.6088802823992,0,0,0,1,3937.6889638242023
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3911.807484332023,3615.4516217681667,3408.6088802823992,0,0,0,1,3615.4516217681667
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3911.807484332023,4268.309891837215,3408.6088802823992,1,0,0,1,3911.807484332023
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0008,1,3477.162208295131,3459.4760476139686,3029.8745602510216,0,1,1,1,3459.4760476139686
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,5112.927285913818,6155.027895494235,4478.941269555219,0,0,0,0,6155.027895494235
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,5112.927285913818,4496.124753949192,4478.941269555219,0,1,0,1,5112.927285913818
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,5843.3454696157905,5210.090321845138,5118.790022348821,1,0,1,1,5210.090321845138
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,5843.3454696157905,5233.688224733037,5118.790022348821,0,0,0,1,5233.688224733037
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,5843.3454696157905,6757.185648009287,5118.790022348821,1,0,1,0,6757.185648009287
2024-06-01,2024,6,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,6573.763653317765,6340.522626977632,5758.638775142424,0,0,0,1,6340.522626977632
2024-07-01,2024,7,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,6573.763653317765,5033.194712773986,5758.638775142424,0,1,0,1,6573.763653317765
2024-08-01,2024,8,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,6573.763653317765,6296.976843897177,5758.638775142424,1,0,0,1,6296.976843897177
2024-09-01,2024,9,Q3,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,6573.763653317765,6500.907292414171,5758.638775142424,0,0,0,1,6500.907292414171
2024-10-01,2024,10,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,6573.763653317765,5234.312357939932,5758.638775142424,0,1,1,1,5234.312357939932
2024-11-01,2024,11,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,6573.763653317765,6700.095945699383,5758.638775142424,1,0,1,0,6700.095945699383
2024-12-01,2024,12,Q4,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0009,1,5843.3454696157905,3812.0512389080013,5118.790022348821,0,1,0,0,3812.0512389080013
2024-01-01,2024,1,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0010,1,3540.710068095786,3427.604751591072,3197.212920149484,0,0,0,0,3427.604751591072
2024-02-01,2024,2,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0010,1,3540.710068095786,4124.94028203704,3197.212920149484,1,0,1,1,4124.94028203704
2024-03-01,2024,3,Q1,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0010,1,4046.5257921094694,3871.597244173819,3653.9576230279818,0,0,0,1,3871.597244173819
2024-04-01,2024,4,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0010,1,4046.5257921094694,4377.475732602196,3653.9576230279818,1,0,1,1,4377.475732602196
2024-05-01,2024,5,Q2,PL,PL_N,SP_GDA_001,ACC_T1_SP_GDA_001_0010,1,4046.5257921094694,4631.869780662145,3653.9576230279818,0,0,0,1,4631.869780662145
